"index","annotation","label"
7092,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1286instance"
7093,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1287instance"
7094,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1288instance"
7095,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1289instance"
7096,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1290instance"
7097,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1291instance"
7098,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1292instance"
7099,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1293instance"
7100,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1294instance"
7101,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1295instance"
7102,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1297instance"
7103,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1298instance"
7104,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1299instance"
7105,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id129instance"
7106,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id12instance"
7107,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1303instance"
7108,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1305instance"
7109,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1306instance"
7110,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1307instance"
7111,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1308instance"
7112,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1309instance"
7113,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id130instance"
7114,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1310instance"
7115,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1311instance"
7116,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1313instance"
7117,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1314instance"
7118,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1315instance"
7119,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1317instance"
7120,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1318instance"
7121,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1319instance"
7122,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id131instance"
7123,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1320instance"
7124,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1321instance"
7125,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1322instance"
7126,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1323instance"
7127,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1326instance"
7128,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1327instance"
7129,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1328instance"
7130,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1329instance"
7131,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id132instance"
7132,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1330instance"
7133,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1331instance"
7134,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1332instance"
7135,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1333instance"
7136,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1335instance"
7137,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1336instance"
7138,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1337instance"
7139,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1338instance"
7140,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1339instance"
7141,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id133instance"
7142,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1340instance"
7143,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1341instance"
7144,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1342instance"
7145,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1344instance"
7146,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1345instance"
7147,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1346instance"
7148,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1347instance"
7149,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1348instance"
7150,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1349instance"
7151,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id134instance"
7152,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1350instance"
7153,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1351instance"
7154,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1352instance"
7155,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1353instance"
7156,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1354instance"
7157,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1356instance"
7158,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1359instance"
7159,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1360instance"
7160,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1361instance"
7161,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1362instance"
7162,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1363instance"
7163,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1365instance"
7164,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1366instance"
7165,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1367instance"
7166,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1368instance"
7167,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1369instance"
7168,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id136instance"
7169,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1370instance"
7170,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1371instance"
7171,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1372instance"
7172,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1373instance"
7173,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1374instance"
7174,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1375instance"
7175,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1376instance"
7176,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1377instance"
7177,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1378instance"
7178,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id137instance"
7179,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1380instance"
7180,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1381instance"
7181,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1382instance"
7182,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1383instance"
7183,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id138instance"
7184,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id13instance"
7185,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id140instance"
7186,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id141instance"
7187,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id142instance"
7188,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id143instance"
7189,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id145instance"
7190,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id146instance"
7191,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id147instance"
7192,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id148instance"
7193,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id149instance"
7194,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id14instance"
7195,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id150instance"
7196,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id151instance"
7197,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id152instance"
7198,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id153instance"
7199,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id154instance"
7200,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id155instance"
7201,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id156instance"
7202,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id157instance"
7203,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id158instance"
7204,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id159instance"
7205,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id15instance"
7206,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id160instance"
7207,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id161instance"
7208,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id162instance"
7209,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id163instance"
7210,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id164instance"
7211,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id166instance"
7212,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id167instance"
7213,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id168instance"
7214,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id169instance"
7215,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id16instance"
7216,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id170instance"
7217,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id173instance"
7218,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id174instance"
7219,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id17instance"
7220,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id18instance"
7221,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id19instance"
7222,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1instance"
7223,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id203instance"
7224,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id204instance"
7225,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id205instance"
7226,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id206instance"
7227,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id207instance"
7228,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id208instance"
7229,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id209instance"
7230,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id20instance"
7231,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id211instance"
7232,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id212instance"
7233,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id213instance"
7234,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id214instance"
7235,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id215instance"
7236,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id216instance"
7237,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id217instance"
7238,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id218instance"
7239,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id219instance"
7240,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id21instance"
7241,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id220instance"
7242,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id221instance"
7243,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id222instance"
7244,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id223instance"
7245,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id224instance"
7246,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id225instance"
7247,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id226instance"
7248,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id227instance"
7249,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id228instance"
7250,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id229instance"
7251,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id22instance"
7252,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id230instance"
7253,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id231instance"
7254,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id232instance"
7255,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id233instance"
7256,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id234instance"
7257,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id235instance"
7258,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id236instance"
7259,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id237instance"
7260,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id238instance"
7261,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id239instance"
7262,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id23instance"
7263,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id240instance"
7264,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id241instance"
7265,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id242instance"
7266,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id243instance"
7267,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id244instance"
7268,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id245instance"
7269,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id246instance"
7270,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id247instance"
7271,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id248instance"
7272,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id249instance"
7273,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id24instance"
7274,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id250instance"
7275,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id251instance"
7276,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id252instance"
7277,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id253instance"
7278,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id254instance"
7279,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id255instance"
7280,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id256instance"
7281,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id257instance"
7282,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id258instance"
7283,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id259instance"
7284,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id25instance"
7285,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id260instance"
7286,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id261instance"
7287,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id263instance"
7288,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id264instance"
7289,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id265instance"
7290,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id266instance"
7291,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id267instance"
7292,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id268instance"
7293,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id269instance"
7294,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id26instance"
7295,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id270instance"
7296,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id271instance"
7297,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id272instance"
7298,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id273instance"
7299,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id275instance"
7300,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id276instance"
7301,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id277instance"
7302,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id279instance"
7303,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id27instance"
7304,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id280instance"
7305,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id281instance"
7306,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id282instance"
7307,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id283instance"
7308,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id284instance"
7309,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id286instance"
7310,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id288instance"
7311,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id289instance"
7312,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id28instance"
7313,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id290instance"
7314,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id291instance"
7315,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id292instance"
7316,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id293instance"
7317,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id294instance"
7318,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id295instance"
7319,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id296instance"
7320,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id297instance"
7321,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id298instance"
7322,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id299instance"
7323,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id29instance"
7324,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id2instance"
7325,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id304instance"
7326,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id305instance"
7327,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id306instance"
7328,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id307instance"
7329,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id308instance"
7330,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id309instance"
7331,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id30instance"
7332,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id310instance"
7333,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id311instance"
7334,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id312instance"
7335,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id313instance"
7336,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id314instance"
7337,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id315instance"
7338,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id316instance"
7339,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id317instance"
7340,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id318instance"
7341,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id319instance"
7342,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id31instance"
7343,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id320instance"
7344,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id321instance"
7345,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id322instance"
7346,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id323instance"
7347,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id326instance"
7348,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id327instance"
7349,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id328instance"
7350,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id329instance"
7351,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id32instance"
7352,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id330instance"
7353,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id331instance"
7354,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id332instance"
7355,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id333instance"
7356,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id334instance"
7357,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id335instance"
7358,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id336instance"
7359,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id337instance"
7360,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id338instance"
7361,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id339instance"
7362,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id33instance"
7363,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id340instance"
7364,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id341instance"
7365,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id342instance"
7366,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id343instance"
7367,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id344instance"
7368,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id345instance"
7369,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id347instance"
7370,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id348instance"
7371,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id349instance"
7372,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id34instance"
7373,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id350instance"
7374,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id351instance"
